,timezone,tweet,hashtags,photos,retweets_count,replies_count,video,place
1010,-3.0,e aí @wilsonwitzel vai subir no helicóptero e dar tiro na sede do bope?  https://twitter.com/oglobo_rio/status/1181517089044983810 …,[],[],1.0,0.0,0.0,
1011,-3.0,"enquanto isso, fora dessa bolha de negrômetro: passou de branco, tá tomando tiro do helicóptero do witzel.. vigia irmão, pensa no genocídio. tem coisa séria rolando!",[],[],10.0,2.0,0.0,
1012,-3.0,voltando aqui meses depois pra dizer que o governador eleito do rio de janeiro quer matar a população pobre.  preferia o que falava mal de pobre do que o que está matando favelado.  agora quando ouço helicóptero tenho medo de tomar um tiro na cabeça. péssimo conselho o seu!,[],[],0.0,0.0,0.0,
1013,-3.0,"foi dar dois tiros por aqui que já tem um monte de viatura e helicóptero por aqui, pegaaa",[],[],0.0,0.0,0.0,
1014,-3.0,"enquanto isso, tiro vertical do helicóptero",[],[],0.0,0.0,0.0,
1015,-3.0,"já q o governador pretzel não vai resolver nada pq em costa barros ele leva tiro se resolver descer de helicóptero pra correr, tá na hora da supervia construir um túnel pq lá tem tiroteio todo dia mesmo  https://twitter.com/supervia_trens/status/1181529287930908674 …",[],[],0.0,0.0,0.0,
1016,-3.0,"ou eu acordo com helicóptero ou com tiro, é cansativa a vida do pobre",[],[],0.0,1.0,0.0,
1017,-3.0,"r$500,00 para ir a um evento que gera lucro ao medina, que apoia o governo bolsonaro, que apoia o porte de armas.   no evento, espaço favela com som de helicópteros.   na favela, o tiro de helicóptero é ""para acertar na cabecinha"".  no evento, quando puxam uma arma:  https://twitter.com/fguimaraesneves/status/1181005892336181248 …",[],[],0.0,1.0,0.0,
1018,-3.0,"há 1 ano já trazíamos no jingle de campanha a luta contra o helicóptero utilizado como plataforma de tiros e o assassinato de crianças como situações inaceitáveis. luta política que segue coerente com a defesa intransigente dos #direitoshumanos, da vida ✊🏾 #vidasnegrasimportam pic.twitter.com/ekrxvwa5hl","['#direitoshumanos', '#vidasnegrasimportam']",[],7.0,1.0,1.0,
1019,-3.0,às vezes eu odeio essa minha casa vizinho falando alto barulho de moto barulho de helicóptero ônibus passando tiro campainha dos vizinho tocando música gospel baile eu quero um retiro espiritual no campo,[],[],0.0,0.0,0.0,
1020,-3.0,tiros de helicóptero: os relatos nas comunidades do rio | 18.set.19 #durmacomessa  http://podplayer.net/?id=81503776  via @podcastaddict pic.twitter.com/ym3q2zvkuo,['#durmacomessa'],['https://pbs.twimg.com/media/EGTRuyYXUAEMF4K.jpg'],0.0,0.0,0.0,
1021,-3.0,"não satisfeitos em simular helicóptero dando tiro na favela, o @rockinrio apronta mais uma dessa https://twitter.com/fguimaraesneves/status/1181005892336181248 …",[],[],0.0,0.0,0.0,
1022,-3.0,"na área dos ricos não tem fuzil apontado pra ninguém, não tem helicóptero, não tem tiro, a inteligência basta. pq não é assim sempre?  parabéns à pm, que seja sempre assim.",[],[],0.0,0.0,0.0,
1023,-3.0,"só bota o pé na favela pra comprar droga e ir pro baile, nunca nem foi acordado com barulho de helicóptero dando tiro e quer falar que é cria  toma senso, pede pro teu pai pagar algum curso p tu ocupar teu tempo de uma forma melhor",[],[],0.0,0.0,0.0,
1024,-3.0,cadê helicóptero dando tiro lá no rock in rio hein witzel?  https://twitter.com/eurenesilva/status/1180903178969243648 …,[],[],0.0,0.0,0.0,
1025,-3.0,"enquanto a gente assiste essa incrível peça publicitária, a polícia carioca vai helicóptero meter bala nas camunidades. escuto os tiros, mas nem um pio do super ministro",[],[],0.0,0.0,0.0,
1026,-3.0,"aaaaa pera finalizar, eram dois caras assaltando, ai beleza! logo em seguida tipo 30 minutos depois surge helicóptero com luz procurando nas casas. viatura pra tudo que é lado. os bonecos, assaltaram uma outra moto, assaltaram uma senhora e trocaram tiro com a pm +",[],[],0.0,1.0,0.0,
1027,-3.0,"muito dividida. eu fiquei tão feliz quando vi a gabz e bk lá, conquistando, realizando um sonho. eu odeio esse palco, principalmente depois da abertura com barulhos de tiro e helicóptero, mas jamais posso culpar/julgar os artistas que se apresentam nele.",[],[],0.0,0.0,0.0,
1028,-3.0,"aqui a polícia atira de helicóptero na população, dá 80 tiros em uma pessoa, mata crianças, tortura, mas claro violenta é a ~ditadura chinesa~",[],[],0.0,0.0,0.0,
1029,-3.0,então quer dizer que é possível prender uma pessoa sem dar tiro de helicóptero?,[],[],0.0,1.0,0.0,
1030,-3.0,"pra fora esse sentimento reprimido por tantos anos. sim, sou um helicoptero de assaulto. descobri isso há alguns anos, e no começo foi bem difícil entender o motivo de eu me sentir atraido com o ato de voar e dar tiros de misseis, ainda mais quando você tem família com base+",[],[],0.0,1.0,0.0,
1031,-3.0,"quando a polícia agiu de forma responsável nas favelas? já perdi a conta de quantas vezes já invadiram casas de moradores para fazer de escudo para tiros, furtaram objetos de valor, executaram pessoas (mesmo não resistindo), atiraram a esmo nas ruas lá do helicóptero, etc.  https://twitter.com/cbnoficial/status/1180132598783315969 …",[],[],1.0,0.0,0.0,
1032,-3.0,"domingo tem eleição de conselheiro tutelar, mas como está difícil de achar listas concentradas com infos, abro aqui o espaço para indicarem candidatos que não são coniventes com operação policial dando tiro de helicóptero em cima de escola:",[],[],0.0,0.0,0.0,
1033,-3.0,"e eu esperando o governador whitney rambo chegar na guerra do chapadão de helicóptero e dando tiro ""nas cabecinha"" dos vagabundos... poxa governador...",[],[],0.0,0.0,0.0,
1034,-3.0,o exagero não faz parte de mim cara pálida. bobo sempre. bocó as vezes até concordo. fazer vcs rirem desse jeito é o meu objetivo. se levarem vcs pro pinel. tiro vcs de helicóptero. vendo meu rim e um pulmão 😂 😂,[],[],0.0,0.0,0.0,
1035,-3.0,traz o helicóptero e manda tiro de .50  https://twitter.com/eduprimitivo/status/1179943832311476227 …,[],[],0.0,0.0,0.0,
1036,-3.0,"quem deveria se arrepender?o paulistano e(ou)paulista q votou no psdb e está desempregado, sofre c/poluição, insegurança, falta de merenda escolar, transp pub, ou o carioca q votou no crivella/witzel e q sofre com a violência,tiro de helicóptero e milícia?acho q o rio sofre mais.",[],[],6.0,4.0,0.0,
1037,-3.0,uma pm que permite que o governador atire do alto de um helicóptero como um vietcong não tem como errar um tiro.,[],[],0.0,0.0,0.0,
1038,-3.0,"ontem à noite eu ouvi barulho de tiro, hj de manhã de ambulâncias e agora um helicóptero bem em cima da minha casa rodeando pra ver se acha algo, eh foda",[],[],0.0,0.0,0.0,
1039,-3.0,"cês lembram do zema, gestor do estado de minas que iria mudar tudo e tal?   recebeu medalha que prometeu extinguir e tá mandando tiro de helicóptero em comunidade de minas.  partido novo já nem é psl gourmet, é pior.",[],[],0.0,0.0,0.0,
1040,-3.0,"falei mal da policia que matou a agatha, que passa de helicóptero na favela distribuindo tiro, que sumiu com o amarildo, que da 80 tiros em carro de família, falo mal dessa policia. a policia tem o seu valor, obvio! mas quando erra ninguém fala nada, e pior, defende de qlqr jeito",[],[],0.0,1.0,0.0,
1041,-3.0,"acordei com barulho de tiro , carro de polícia e helicóptero. kkkkkkkkk alguém me explica oq tá acontecendo?",[],[],0.0,1.0,0.0,
1042,-3.0,cadê a porra do helicóptero dando tiro nesses bandidos???  https://twitter.com/oglobo_rio/status/1179696234392625152 …,[],[],1.0,1.0,0.0,
1043,-3.0,"tiro a beça, só n pode brotar aquele diabo do helicóptero.. 😴😤",[],[],1.0,0.0,0.0,
1044,-3.0,"bando de ""machão"", aí na hora de pegar os traficantes, ficam dando tiro de cima do helicóptero bando de cagão  https://twitter.com/mariafchaves/status/1179393353449967628?s=20 …",[],[],0.0,0.0,0.0,
1045,-3.0,nu véi ques tiro que foi esse aqui soo agora esse helicóptero rodando aqui chato pacasssssss,[],[],0.0,0.0,0.0,
1046,-3.0,"eu pensei que iria dormir cedo, aí começam a dar tiro na minha rua e  o helicóptero da polícia fica em cima da minha casa. tudo tranquilo",[],[],0.0,3.0,0.0,
1047,-3.0,"deve ter sido tiro, pq helicóptero tá rodando",[],[],0.0,1.0,0.0,
1048,-3.0,"essa porra aqui é rj po, sai de casa de baixo de tiro, granada, helicoptero voando e os cara acha que essas pedrinha ai vai intimidar alguem kkkkk",[],[],0.0,0.0,0.0,
1049,-3.0,flamenguista chegando em porto alegre e vendo o céu sem rajada de tiro e helicóptero da polícia.  pic.twitter.com/qvqtjn0ggy,[],['https://pbs.twimg.com/media/EF5joyXXYAIY5Gj.jpg'],30.0,3.0,0.0,
1050,-3.0,olha o nível de tiros que estão dando porra! tiro de pessoa treinada! tiros com timing. galera do morro trava o dedo nas metralhadoras dispersando bala pra todo lado! você acha que teve bala perdida de tiros de helicóptero então você é totalmente sem noção de nada!,[],[],0.0,1.0,0.0,
1051,-3.0,esse reforço da melicia já e de se espera governo sem vergonha melicia botou o batalhão pra corre da praça seca eu não vir uma operação pra reprimir a melicia não vir um  helicóptero dando tiro na melicia agr tem invasão tem ária de facção ai que eles não para de fazer operação,[],[],1.0,0.0,0.0,
1052,-3.0,"desculpa me intrometer, eu moro na freguesia e por volta de 6 e 7 horas da manhã ouvi algo que parecia tiros. e também parecia que tinha um helicóptero circulando por essa hora.  vc mora aonde em jpa para ouvir tiros tb?",[],[],0.0,1.0,0.0,
1053,-3.0,bom dia com mt tiro e helicóptero,[],[],0.0,0.0,0.0,
1054,-3.0,tiro pra cacete helicóptero e os crl kethellen mesmo assim me inventa de ir pra escola pqp 😡😡😡😡😡😡,[],[],0.0,0.0,0.0,
1055,-3.0,"acordei c os tiros e helicóptero, bom dia",[],[],0.0,0.0,0.0,
1056,-3.0,o barulho do tiro parece de um helicóptero #ghostreconnoeigames,['#ghostreconnoeigames'],[],4.0,0.0,0.0,
1057,-3.0,dando tiros nos pretos e pobres de um helicóptero?,[],[],0.0,0.0,0.0,
1058,-3.0,"defender o processo judicial para todos em igualdade de condições, isto que é defendido! na favela tiros de helicóptero para prender  traficantes, em condomínio de luxo, pedindo autorização e licença...mas penso que nunca leu algo inteiro, vc não conhece todo pensanento...",[],[],0.0,1.0,0.0,
1059,-3.0,"tô aqui no estoque no 3° andar, só ouvindo os tiros e helicóptero",[],[],0.0,0.0,0.0,
1060,-3.0,tive que ir em angra dos reis agora de manhã.. chegando lá fiquei meio bolado olhando pro céu pra ver se o governador não tava em algum helicóptero dando tiro pra baixo.,[],[],0.0,0.0,0.0,
1061,-3.0,"passei muitos anos morando ""no irajá"", cês sabem...   muitas manhãs eu acordava com o som de algum helicóptero sobrevoando alguma comunidade próxima...e tiro...muito tiro.    (às vezes semanalmente, às vezes...  https://www.facebook.com/marcella.polidoro/posts/2356024277799326 …",[],[],0.0,1.0,0.0,
1062,-3.0,"teu comentário é equivocado e pode ser entendido como racista n caso ds problematizações ""chatas"" amadoh tem helicóptero atirand em escola cheia d criança preta menina preta sendo balead homens pretos send mortos mais d 80 tiros,rs tu mirou na militância e acrtou na falt d noção",[],[],0.0,1.0,0.0,
1063,-3.0,"e só para complementar, al capone foi pego não com helicóptero dando tiro de fuzil e sim com análise do imposto de renda",[],[],0.0,0.0,0.0,
1064,-3.0,agr eu imaginei que nem naqueles jogos de tiro que a pessoa tá no helicóptero e tem que atirar na galera de baixo  https://twitter.com/biebernovidade/status/1178798741052182528 …,[],[],0.0,0.0,0.0,
1065,-3.0,"tudo muito chique na edição 2019. uma amiga falou q no espaço favela tb tem som de helicóptero de tempos em tempos, p deixar tudo mais real. só senti falta da simulação da pm metendo tiro",[],[],0.0,0.0,0.0,
1066,-3.0,"“o brasil não é um inferno intolerante” corta a cena pro helicóptero da pm do rio atirando em casa e em escolas, matando gente (sempre negra e pobre) com tiro de fuzil e p governador celebrando, com grande parte da população aplaudindo.",[],[],0.0,1.0,0.0,
1067,-3.0,"quando os uber perguntar se aqui onde eu moro eh perigoso já vou falar “a esses dias assaltaram a caixa econômica, tiro pro alto, helicóptero sobrevoando e tal, mas eh tranquilo até”",[],[],1.0,0.0,0.0,
1068,-3.0,"de novo helicóptero do exército aterrorizando a quebrada, polícia trocando  tiro com bandido em volta da escola.. parece até rj",[],[],0.0,0.0,0.0,
1069,-3.0,"vai lá ww,  dar tiro de helicóptero...vest de rambo.",[],[],0.0,0.0,0.0,
1070,-3.0,"retira incentivos da polícia para redução do número (recordista) de mortes de civis, seu governo acoberta um pm que deveria ter sido expulso, tiros de fuzil e oriundos de helicóptero em área residencial matam a população, mas o genocídio é culpa do outro. çei.  https://twitter.com/dw_brasil/status/1178609824793321473 …",[],[],0.0,0.0,0.0,
1071,-3.0,"a pm mg exibindo helicóptero, fuzis, carros, cavalos. ""operação minas segura"" lembrando que a pmmg tá copiando o modelo witzel e agora sobrevoa as favelas  dando tiro! minas segura para quem?",[],[],0.0,1.0,0.0,
1072,-3.0,"é helicóptero, é tiro, plena segunda feira.",[],[],0.0,0.0,0.0,
1073,-3.0,"uma hora dessas e o helicóptero rodando,é tiro, até quando deus 🤦🏽‍♀️",[],[],0.0,0.0,0.0,
1074,-3.0,"mas é muito gado mesmo , pq o governador não chega de helicóptero dando tiro no bairro nobre onde foi apreendido mais de 100 fuzis ????  gado 🐮",[],[],0.0,0.0,0.0,
1075,-3.0,"ele podia sair de lá direto pra haia, por crime de guerra. tenho certeza que a onu deve ter alguma resolução condenando tiro de helicóptero em população civil.",[],[],0.0,0.0,0.0,
1076,-3.0,testemunhas oculares confirmam que um tiro de um policial.  não venda os seus olhos para a ação genocida da polícia em favelas. você sabe que eles agem com truculência.  ou acha bonito o helicóptero da pm dando tiros aleatórios lá de cima?,[],[],0.0,1.0,0.0,
1077,-3.0,tem coisas que imaginamos !!! sem ter provas fica difícil querer comparar !!! são apenas suposições!!! com relação ao  assunto witzel subiu em um helicóptero numa cena dantesca!!! e deu vários tiros  a ermo !!! isso é  real,[],[],0.0,0.0,0.0,
1078,-3.0,ele pode entrar num helicóptero e ir trocar tiros lá.  é um pouco mais complexo que atirar em escola mas ele se acostuma,[],[],0.0,0.0,0.0,
1079,-3.0,#superm_jopping #superm  ta o kai ta no helicóptero será que ele ta vigiando alguém ou algo ou talvez ele iria pular do helicóptero? q viaje e essa? só sei que vai vim tiro mesmo  pic.twitter.com/bgcxli2pss,"['#superm_jopping', '#superm']",['https://pbs.twimg.com/media/EFp7U-IXoAAlvh1.jpg'],0.0,0.0,0.0,
1080,-3.0,ansioso prós burgueses sentirem o que é tiro de fuzil nas costas e helicóptero atirando em cima das escolas dos filhinhos de papai.  https://www.facebook.com/100001070382958/posts/2444738815571774/ …,[],[],0.0,0.0,0.0,
1081,-3.0,"passou um helicóptero aqui no bairro, todos correram com medo de vim tiros do alto, até eu corri, o que mais me chamou atenção foi uma menininha de 6 anos, correndo com medo.😭 eu nem moro em favela, mas por ser na baixada a gente fica com medo. estamos vivendo dias difíceis.",[],[],0.0,0.0,0.0,
1082,-3.0,"o triste é que morando no rio tem coisa que acaba não me afetando mais :/   tipo teve operação da pm na favela aqui do lado, dava pra ver o helicóptero e tudo mais. sem falar dos tiros.",[],[],0.0,2.0,0.0,
1083,-3.0,"""tenho um projeto bem legal de atração que é um simulador de dar tiro na cabecinha sobrevoando de helicóptero""  https://twitter.com/jornaloglobo/status/1178172697005547525 …",[],[],9.0,3.0,0.0,
1084,-3.0,não é isso que a favela vive? helicóptero dando rasante e dando tiro? choque de realidade é isso,[],[],0.0,0.0,0.0,
1085,-3.0,líder miliciano = bandido! não teve tiro de fuzil? granada? helicóptero? sniper na cabecinha? nada?  ops... era na barra. entendeu?  https://twitter.com/wilsonwitzel/status/1177564006636240902 …,[],[],39.0,2.0,0.0,
1086,-3.0,"talvez, se não fosse um helicóptero, com um governador alucinado danado tiros a esmo na população...! tbm temos que considerar, que o comando das milícias se dividiu no rj, com a saída do partido só laranja da base governo rj. certamente, ocorrerá uma guerra de posição...!",[],[],0.0,0.0,0.0,
1087,-3.0,"anjo, falar sobre a favela pra quem enxerga ela como um local que se tem tiro de helicóptero como algo normal,  não tá certo. favela não é isso. favela não é só sobre isso.",[],[],0.0,0.0,0.0,
1088,-3.0,"troquei 5 min de ideia com minha prima de 12 anos sobre o espaço favela do @rockinrio e a primeira frase dela foi “que nada a ver, quando tem som de helicóptero a gnt sabe q tem tiro, alguém vai morrer”",[],[],0.0,0.0,0.0,
1089,-3.0,"eu vi e fiquei interrogativa, mas disseram que eu queria problematiza, então sugeri um helicóptero de verdade com tiros de verdade pra aumentar o realismo da ópera. aquelas condições não são bonitas, é uma romantização que não cabe",[],[],0.0,0.0,0.0,
1090,-3.0,eu já achei de mais esse palco favela agr helicóptero tbm??????????só faltou incenarem os tiros tbm pqp  https://twitter.com/kevonymartins/status/1177631139265155072 …,[],[],0.0,0.0,0.0,
1091,-3.0,"mano, com todo respeito, já sei que os sons de tiro e helicóptero foram uma ideia do pessoal do nós do morro pra fazer uma crítica.   mas não tem cabimento algum espetacularizar o sofrimento real de pessoas pra playboy branco consumir como entretenimento.   militaram errado.  https://twitter.com/guitintel/status/1177622690863239170 …",[],[],10.0,9.0,0.0,
1092,-3.0,"particularmente eu vi uma forma de apropriação da cultura pra gente que tem grana ir e tirar uma onda de periferia, até o barulho do helicóptero tem, só faltou as granadas e os tiro no povo...tenho muita coisa contra a classe q alimenta o evento, posso tá errado mas é minha ótica",[],[],0.0,1.0,0.0,
1093,-3.0,"o tempo todo fazemos. dê um google. não vai mudar o assunto. vocês matam crianças pelas costas, com tiros de fuzil. vocês atiram em escolas de helicóptero. ""ain, eu não dei um tiro"". mas elegeram quem faz e apóia. culpados!",[],[],0.0,0.0,0.0,
1094,-3.0,"seu cara de pau. eu moro aqui no rio,  local que não ando mais a noite a não ser muito bem pensado e prefiro deixar meu carro na garagem, e ir de uber. responde porque não têm  helicóptero sobrevoando dando tiro em área de milícia.  pic.twitter.com/lpicjz6map",[],['https://pbs.twimg.com/media/EFkGaWcWsAEMbJT.jpg'],1.0,2.0,0.0,
1095,-3.0,"mas na favela de verdade tem helicóptero de verdade, abuso de autoridade de verdade, tiros e morte de verdade",[],[],0.0,1.0,0.0,
1096,-3.0,"pra ""experiencia"" ser mais real tinha que ter enquadro agressivo de polícia, tiro de helicóptero mirando cabecinha....",[],[],0.0,0.0,0.0,
1097,-3.0,"colocaram a porra de um barulho de helicóptero no espaço favela, não queriam colocar uns tiros matando criança tbm não???????  mds q ódio  https://twitter.com/guitintel/status/1177622690863239170 …",[],[],1.0,1.0,0.0,
1098,-3.0,ou vc acha que atirar de cima de um helicoptero e trocar tiro no meio de areas densamente habitadas resolve algum problema?,[],[],0.0,0.0,0.0,
1099,-3.0,"artística que ali se instalou. a reação de muita gente, da esquerda e da direita, foi digna de racista: ""que horror essa favela no rock in rio, pra quê esse som de helicóptero e tiros? a gente não merece esse tipo de coisa que acontece na favela... perdeu a moral quem aceita esse",[],[],0.0,1.0,0.0,
1100,-3.0,"pra ele é segura sim, ele q tá do helicóptero dando tiro em escola. as crianças vão revidar como? c giz de cera?  https://twitter.com/g1rio/status/1177789049811165184 …",[],[],2.0,0.0,0.0,
1101,-3.0,"para ele que anda cercado de seguranças, deve ser mesmo. não tem helicóptero dando tiro no telhado dele.",[],[],0.0,0.0,0.0,
1102,-3.0,"""espaço favela"" com sons de tiros e helicóptero olha meus sinceros vai tomar no cu olha a porra q vcs tao fazendo",[],[],0.0,0.0,0.0,
1103,-3.0,só quem já acordou com um helicóptero sobrevoando muito baixo acima de sua casa e dando tiro sabe o quanto esse vídeo é agoniante  https://twitter.com/guitintel/status/1177622690863239170 …,[],[],0.0,0.0,0.0,
1104,-3.0,"está sendo evidenciado agora, q o tal momento em q se ouvem tiros e sons de helicópteros, na verdade, é a sonoplastia de um determinado momento do espetáculo encenado no palco. tomara q seja, pq n fazia sentido algum aquele som de helicóptero só p galera se sentir na favela.  https://twitter.com/educarvalholl/status/1177671250187096066 …",[],[],0.0,0.0,0.0,
1105,-3.0,"eu vi o tweet do helicóptero e do som dos tiros e achei que fosse alguma piada de mal gosto, não é possível que seja verdade",[],[],0.0,0.0,0.0,
1106,-3.0,teve helicóptero dando tiro? matou alguma criança branca?,[],[],0.0,0.0,0.0,
1107,-3.0,show ontem contou  com sons de helicóptero e tiros durante as apresentações. achei a proposta bem ridícula.,[],[],0.0,1.0,0.0,
1108,-3.0,"só não avisaram que no vidigal nunca teve um helicóptero sobrevoando e mandando tiro p la. afinal, zona sul, né?! e esqueceram de avisar também, que os 'preto' somente foram convidados, não foram pagos para atuar lá. sim, as blogueiras negras nao são pagas, as brancas sim.  https://twitter.com/educarvalholl/status/1177671250187096066 …",[],[],0.0,0.0,0.0,
1109,-3.0,"tão sem noção que tinha até barulho de helicóptero de polícia que voa por cima da favela pra atirar no povo, e sem parar pra contar q duas crianças foram mortas em menos de uma semana por tiros em favelas do rj. que sem noção, pqp.",[],[],0.0,0.0,0.0,
1110,-3.0,"cara, não sei bem qual foi o contexto desse som de helicóptero. mas na parte da tarde teve som de tiros abrindo um momento de protesto contra inocentes assassinados em operações policiais. não teve nada do tipo nessa hora não?",[],[],0.0,0.0,0.0,
1111,-3.0,"gente só uma pergunta! eu tava na rua bebendo, beijando na boca e ... chego aqui e tá uma polêmica sobre uma área no #rockinrio chamada favela. eu só vi um pedaço do show do alok, 5 minutos... uma merda. mas voltando. teve barulho de helicóptero, tiro? tá. me respondam (...)",['#rockinrio'],[],0.0,1.0,0.0,
1112,-3.0,"""eu vou entrar para o exército e dar tiro de metralhadora, vou andar de helicóptero, vou fazer varias missões no haiti, vou participar de guerra e defender a pátria""  realidade:  https://twitter.com/eduardodcoelho/status/1177414618723115008 …",[],[],1.0,0.0,0.0,
1113,-3.0,"pensando no rock in rio ... imagina a quantidade de maconha e pó que vão passar por lá nesses dias, será que vai ter helicóptero dando tiro a esmo? ahhhh esquece, a cidade do rock é na barra da tijuca e cada um pagou r$600 no ingresso pra uma noite, então são só jovens curtindo !",[],[],1.0,1.0,0.0,
1114,-3.0,só me faz lembrar de vezes e vezes que acordei cedo da manhã com a bala comendo e a porra de helicóptero passando baixinho perto de casa trocando tiro firme e eu tendo que ficar deitada na sala com medo de bala perdida só quem vive sabe como é horrível  https://twitter.com/guitintel/status/1177622690863239170 …,[],[],0.0,0.0,0.0,
1115,-3.0,e o sr. distribuindo tiros em favela. por que não meteu um helicóptero despejando aço nesse condomínio do miliciano?  https://twitter.com/wilsonwitzel/status/1177564006636240902 …,[],[],0.0,0.0,0.0,
1116,-3.0,engraçado  ... não teve helicóptero sambando tiro na barra?!?,[],[],0.0,0.0,0.0,
1117,-3.0,"escolha bem questionável, então. a turma mora na favela, acorda com tiro e helicóptero e acha de boa reviver essa rotina como protesto festivo?! eu hein rs. mas bem, max respeito aí à turma que encarou tocar essa empreitada. vou tentar acompanhar com mais atenção.",[],[],0.0,1.0,0.0,
1118,-3.0,com showzinho de helicoptero e tiros,[],[],0.0,1.0,0.0,
1119,-3.0,bota um helicoptero sobrevoando dando tiro no condomonio do witzel lá no grajaú cambada de rato do caralho tem q se fuder muito uns filho da puta desse,[],[],0.0,0.0,0.0,
1120,-3.0,não sei como acham isso divertido pq sinceramente quando o helicóptero passava perto da minha casa eu trancava o cu cm medo de levar um tiro 👍  https://twitter.com/guitintel/status/1177622690863239170 …,[],[],2.0,0.0,0.0,
1121,-3.0,"tem gente morrendo por tiros de helicoptero na periferia e o rock in rio fazendo disso um fetiche.   por favor, chega.",[],[],3.0,1.0,0.0,
1122,-3.0,já acho errado ter um espaço favela em um evento em maioria frequentado por burguês safado que não sabe o que é viver no meio de uma guerra onde só morrem inocentes. aí vem e me botam o som de helicóptero... vem aqui na favela onde eu moro pra tu ouvir som de tiro também porra  https://twitter.com/guitintel/status/1177621949721255939 …,[],[],0.0,0.0,0.0,
1123,-3.0,cara é muito assustador ouvir o barulho do helicóptero bem longe e as rajadas de tiro de arma de guerra de um jeito q parece que está na minha cabeça!!!,[],[],0.0,0.0,0.0,
1124,-3.0,faltou o barulho dos tiros que são disparados do helicóptero e os dançarinos que ali estavam cairem   baleados  🤷🏽‍♂️🤷🏽‍♂️  https://twitter.com/freshprincedaba/status/1177610875391418369 …,[],[],1.0,0.0,0.0,
1125,-3.0,isso me lembrou que outro dia meus vizinhos que são só crianças estavam brincando do lado de fora e passou o helicóptero e a avó de um deles falou pra ele não correr pq poderiam dar um tiro nele,[],[],0.0,2.0,0.0,
1126,-3.0,"a solução pro brasil vai sair de uma favela do rio, desviando de viatura e helicóptero e sobrevivendo a tiros, podem anotar  https://twitter.com/g1/status/1177576373034135552 …",[],[],0.0,0.0,0.0,
1127,-3.0,"deixe os cara achar que vão saltar de helicóptero, dar tiro toda semana 🤣",[],[],0.0,1.0,0.0,
1128,-3.0,"e a prisão do chefe de milícias em três comunidades? nenhum tiro, nenhum caveirão, nenhum helicóptero:  pic.twitter.com/e1auf6nh3e",[],['https://pbs.twimg.com/media/EFgI1xGWkAAYMwx.jpg'],0.0,0.0,0.0,
1129,-3.0,tem helicóptero da polícia dando tiro de fuzil em roqueiro também?  https://twitter.com/folha/status/1177699192057323520 …,[],[],0.0,3.0,0.0,
1130,-3.0,"isso me lembrou a invasão no alemão, eu com 10 anos em casa ouvindo helicóptero e tiro pra caralho desesperada ligando pra minha mãe chegar logo do trabalho e n tinha uma viva alma na rua, aulas suspensas etc e esses fdp achando que é maneiro",[],[],0.0,0.0,0.0,
1131,-3.0,"nao pode mais usar os argumentos de que eles nao prendem milicianos ou de que nao vao em condominios de luxo? ali nao precisa de helicóptero, pq esses criminosos nao costumam recebem a policia com tiros.",[],[],0.0,0.0,0.0,
1132,-3.0,"miliciano, em bairro nobre, operação feita com inteligência, sem tiro disparado, sem helicóptero, sem criança morta. tão vendo que dá pra fazer?  https://twitter.com/wilsonwitzel/status/1177564006636240902 …",[],[],0.0,2.0,0.0,
1133,-3.0,"o que esperar de evento de branco feito pra branco com apropriação das favelas pretas?? acorda pessoal, @rockinrio não é conto de fadas.  só quem mora em favela sabe o quanto é aterrorizante ouvir o barulho do helicóptero e em seguida os tiros no telhado.",[],[],0.0,0.0,0.0,
1134,-3.0,será que alguma hora vai chegar um helicóptero do witzel dando tiro nesse bando de burguês safado?,[],[],0.0,0.0,0.0,
1135,-3.0,deu tiro de helicóptero? mirou na cabecinha? ou só vale dentro da favela?,[],[],0.0,0.0,0.0,
1136,-3.0,só falta um helicóptero com bala de festim dando tiro de ‘bala’ na plateia rs  https://twitter.com/pretaescura/status/1176989479732764674 …,[],[],1.0,0.0,0.0,
1137,-3.0,"fim da apresentação do palco favela termina assim, com essa cena-manifesto. o contrário do vídeo que circula, com barulho de tiros e helicóptero. é um espetáculo dirigido por guti fraga e fátima domingues, da cia. nós do morro, do vidigal. #palcofavela #rir2019 #rockinrio pic.twitter.com/u6lv0cqzsl","['#palcofavela', '#rir2019', '#rockinrio']",[],132.0,32.0,1.0,
1138,-3.0,senhor gov @wilsonwitzel me tira uma dúvida: quem estiver usando droga durante o rock in rio o senhor vai mandar tiro do helicóptero igual faz nas favelas ou lá tá legalizado?? 🤔,[],[],4.0,0.0,0.0,
1139,-3.0,"esse é o palco favela la no rock in rio e eles colocaram som de helicóptero dizendo que era uma performance artística, mas que arte é essa que sobe no morro pra dar tiro e tirar vidas",[],[],0.0,1.0,0.0,
1140,-3.0,"""de tiros eu não tenho medo, mas o helicóptero me deixa em pânico"". é uma das frases, escritas por crianças entre 11 e 15 anos da maré em cartilha para orientar a polícia que será entregue no palácio da guanabara na segunda.  https://oglobo.globo.com/rio/criancas-da-mare-fazem-cartilha-para-orientar-policia-se-comportar-em-operacoes-1-23978234 …",[],[],74.0,3.0,0.0,
1141,-3.0,não sabe como é desesperador ser acordado  barulho de helicóptero e tiros as 6 hrs da manhã  https://twitter.com/freshprincedaba/status/1177610875391418369 …,[],[],0.0,0.0,0.0,
1142,-3.0,helicóptero e tiro de fuzil,[],[],0.0,1.0,0.0,
